machine_id,sector,temperature,vibration,pressure,energy,production,timestamp
M_0,Steel,117.27874312712764,1.673698884332843,48.41813354763686,889.5164925687134,34.87553454008328,2026-03-25 21:34:14.034706
M_1,Automotive,91.82035769287963,1.6889790075772342,47.59493866474419,618.8074756960374,11.635247026509496,2026-03-25 21:33:14.034706
M_2,Electronics,73.51462271364585,0.844061715610624,32.6936138491219,460.43648260634615,138.86165714567358,2026-03-25 21:32:14.034706
M_3,Automotive,89.4075949117733,1.0677612284771094,39.05239937422098,500.8292997566769,72.38791411133252,2026-03-25 21:31:14.035704
M_4,Electronics,56.916945325870174,0.8223627181039714,22.112629840522217,205.8502007591775,17.886758292354102,2026-03-25 21:30:14.035704
M_5,Steel,113.67251487789957,1.7756009459615707,46.29208641127371,878.4569946431749,27.26913104765955,2026-03-25 21:29:14.035704
M_6,Steel,124.71575722829789,3.178854217563073,55.312216081832474,996.4918575849133,7.496289071411084,2026-03-25 21:28:14.035704
M_7,Electronics,74.37941335497624,0.8036191857433125,32.87891977890258,495.58311775521383,146.8794452239169,2026-03-25 21:27:14.035704
M_8,Steel,119.25693875317879,1.7904429448630645,46.57025976626987,890.8701418554326,23.456803292219412,2026-03-25 21:26:14.035704
M_9,Steel,114.72396113917729,1.9668725116384818,49.42786968977821,815.5710112684634,38.21323907381718,2026-03-25 21:25:14.035704
M_10,Automotive,84.08966368510784,1.1425030521559105,35.63745530320084,591.9973607761998,75.0824315300188,2026-03-25 21:24:14.035704
M_11,Automotive,82.17381486640652,0.9797485466020704,38.24248940036214,576.4205774516707,76.03226192612286,2026-03-25 21:23:14.035704
M_12,Automotive,80.49937702021423,1.1602282145984641,38.38036544159269,528.707203155106,77.24186405200803,2026-03-25 21:22:14.035704
M_13,Automotive,83.19019568812581,0.9049664972686413,37.82230028649939,595.3759368135688,62.07974023674757,2026-03-25 21:21:14.035704
M_14,Electronics,73.74883638644779,0.7552905764691659,31.478956199889595,444.6334784414504,133.41811742085986,2026-03-25 21:20:14.035704
M_15,Automotive,85.61021414943627,0.9347902718640609,36.73897199660718,524.3729307557618,61.013209895582484,2026-03-25 21:19:14.035704
M_16,Automotive,105.17498569759451,2.140031839289022,45.62233821538502,767.3372653452179,57.15446564271473,2026-03-25 21:18:14.035704
M_17,Steel,110.50918903592101,1.8939742776961597,48.8943285658927,803.4424263464648,22.78893541038596,2026-03-25 21:17:14.035704
M_18,Electronics,72.62649283085605,0.861309836984001,34.65025767040562,491.04914716723806,147.2603353682444,2026-03-25 21:16:14.035704
M_19,Steel,117.19680714760294,1.9611257941423224,48.78939930092843,828.137231648196,37.951653499302225,2026-03-25 21:15:14.035704
M_20,Automotive,85.13260225666254,1.0241371511039996,35.295903705330474,599.2554502373255,70.7029959417431,2026-03-25 21:14:14.035704
M_21,Automotive,83.59693093081482,0.7844929003896266,39.067129940617235,564.4430358122945,75.04057907617803,2026-03-25 21:13:14.035704
M_22,Steel,,1.6052918344658171,46.32376158565726,,24.467939704702424,2026-03-25 21:12:14.035704
M_23,Steel,147.9680387595302,2.242882184129102,66.0280493887189,928.7743818600684,20.88724534056027,2026-03-25 21:11:14.035704
M_24,Steel,110.20548269913704,1.8867427445019849,46.84972564984923,893.8764095728218,30.809700677816444,2026-03-25 21:10:14.035704
M_25,Automotive,82.17273204387395,0.7768232028572754,38.186707870356805,571.8412598181943,69.41724898739568,2026-03-25 21:09:14.035704
M_26,Steel,111.28645547837246,1.646245374667159,49.593917657881164,816.5938054840066,31.862611777096582,2026-03-25 21:08:14.035704
M_27,Electronics,78.55827861863644,0.9998690710516478,30.641982744512386,458.0510805697086,136.67040239660602,2026-03-25 21:07:14.035704
M_28,Electronics,109.90280448677463,1.1248048712976526,41.166741107705924,594.8714272744621,52.29999657293184,2026-03-25 21:06:14.035704
M_29,Steel,121.3576177218126,2.3581230182551582,53.91856297709954,1035.4287174559313,12.605083877195579,2026-03-25 21:05:14.035704
M_30,Electronics,78.26228848423943,0.6741472086359005,30.678422172232985,453.2812824673603,139.45038018402343,2026-03-25 21:04:14.035704
M_31,Steel,119.35007737320828,1.5441947312039859,47.75478995560758,823.8843407001619,29.131515063720006,2026-03-25 21:03:14.035704
M_32,Automotive,84.46935482649488,0.7654615293695922,37.74127592748293,597.6678973329625,71.74500532268243,2026-03-25 21:02:14.035704
M_33,Steel,117.66542907249472,1.995374767678466,49.504434595294256,891.8674418517517,29.705972947986417,2026-03-25 21:01:14.035704
M_34,Automotive,85.65164714298325,1.1205251431639422,36.39890592698766,590.6330398330465,62.9639708909934,2026-03-25 21:00:14.035704
M_35,Steel,116.70602094455728,1.658171971937721,46.86164557004855,861.4457669457588,27.187186919617155,2026-03-25 20:59:14.035704
M_36,Automotive,98.72848862131619,2.3725739495101745,51.978316866131394,720.6824040524615,63.97604691996064,2026-03-25 20:58:14.035704
M_37,Electronics,79.56229723061092,0.9171621642900832,32.055204689429765,478.2558732892355,133.2918746296983,2026-03-25 20:57:14.035704
M_38,Electronics,70.75936035588023,0.7476338790851675,32.69300487130337,466.6197515703483,139.9558037038362,2026-03-25 20:56:14.036702
M_39,Steel,113.04624780064468,1.7779977314416948,49.23430944203886,896.296261801246,36.45323199493858,2026-03-25 20:55:14.036702
M_40,Automotive,117.28457632504018,1.6400806062445978,52.64456773750938,650.6006625055957,42.69300934847834,2026-03-25 20:54:14.036702
M_41,Electronics,73.89692452743962,0.8891475707867942,33.34271282487285,499.98591906715956,131.02012161622432,2026-03-25 20:53:14.036702
M_42,Automotive,83.32361373607357,0.9832827559876978,35.98064536245513,561.8127422134208,72.5374352375535,2026-03-25 20:52:14.036702
M_43,Automotive,88.74390293477596,1.1225733165429985,35.77210977793972,512.8524379254906,65.69727799289906,2026-03-25 20:51:14.036702
M_44,Electronics,76.3347215134822,0.9376549100295823,33.45454830041369,467.3555194655055,137.83326194012363,2026-03-25 20:50:14.036702
M_45,Electronics,71.30030890034979,0.5851483477116098,30.09870624427436,454.1204994188603,131.15203662049223,2026-03-25 20:49:14.036702
M_46,Steel,72.95761686575074,1.4984507206362419,47.14027060168315,522.2661525068592,38.65643685220085,2026-03-25 20:48:14.036702
M_47,Electronics,74.83344198683945,0.6352593844924002,30.810487980446226,484.04622470654385,145.93284640092344,2026-03-25 20:47:14.036702
M_48,Steel,119.91954527329008,1.611562721854672,45.318632888340176,871.7615888427266,32.55026814562523,2026-03-25 20:46:14.036702
M_49,Electronics,74.85812790311321,0.9996071016827854,30.45522374954382,470.5690532151748,132.45903421875025,2026-03-25 20:45:14.036702
M_50,Steel,115.73317912317273,1.9705467288106864,46.944819215364134,828.7239962411633,26.406477117070477,2026-03-25 20:44:14.036702
M_51,Automotive,81.31192588054469,0.7325869189569925,36.17395972724562,553.777623519144,61.18275678778122,2026-03-25 20:43:14.036702
M_52,Automotive,100.57145239327595,1.6388575459698131,55.082927268249705,667.6118039660919,34.904676183507576,2026-03-25 20:42:14.036702
M_53,Steel,138.34535293965985,2.09684245108504,66.41479295338509,1036.0532717334931,34.20439238714537,2026-03-25 20:41:14.036702
M_54,Electronics,70.86102784572583,0.8187732617398926,32.77030821041775,454.40210326302906,134.03987510382728,2026-03-25 20:40:14.036702
M_55,Electronics,83.44980971810531,1.1376425251507336,54.83645755225185,604.1324137675875,99.87870937314078,2026-03-25 20:39:14.036702
M_56,Automotive,81.84363912164497,0.8330394443160065,36.19343929541612,500.4899719015842,67.69822383900636,2026-03-25 20:38:14.036702
M_57,Electronics,106.12481241013573,2.189547018169989,38.17019900227299,563.8475677696797,81.4851264975275,2026-03-25 20:37:14.036702
M_58,Steel,110.80171057332551,1.5993083957270453,46.316031192867285,845.6297553757572,34.5568744337011,2026-03-25 20:36:14.036702
M_59,Electronics,79.96419327121332,0.6385593869020814,33.84651139263528,475.7955697321411,142.09199886273322,2026-03-25 20:35:14.036702
M_60,Electronics,77.11670564245419,0.5592093435231142,32.09572989747676,450.3944357226902,135.5005805541116,2026-03-25 20:34:14.036702
M_61,Steel,133.9311377001138,3.6406592514558835,61.32216043457828,1084.8710163049684,2.0128965565858437,2026-03-25 20:33:14.036702
M_62,Electronics,,0.6398625561004494,10.696400369699003,,88.28418865388961,2026-03-25 20:32:14.036702
M_63,Electronics,71.21224913602362,0.7351623832419911,33.54907911516876,475.11805259480997,136.7228101969831,2026-03-25 20:31:14.036702
M_64,Automotive,85.16423015228278,0.7087128218002977,38.489750141859034,541.5878175561069,61.38266399670535,2026-03-25 20:30:14.036702
M_65,Steel,112.11174772395748,1.7336877813256315,48.21627195509581,834.7834392756802,39.16041025809942,2026-03-25 20:29:14.036702
M_66,Automotive,80.87326620823349,0.9732402953615484,37.38045293324091,566.4727290379598,65.64396211379413,2026-03-25 20:28:14.036702
M_67,Steel,111.73359739981535,1.8874586427715174,46.833972599716425,886.3208906103705,34.181388692224495,2026-03-25 20:27:14.036702
M_68,Steel,118.21646410625823,1.706046777517913,48.1850429140392,805.0873386441136,21.16118997989431,2026-03-25 20:26:14.036702
M_69,Electronics,71.0462279774766,0.815153560660185,34.74832570796682,400.45613096045497,137.97983752877872,2026-03-25 20:25:14.036702
M_70,Automotive,85.334571437982,0.705394485489386,36.35904101469627,559.1593535424382,75.36887197943474,2026-03-25 20:24:14.036702
M_71,Electronics,78.52307894807959,0.6391540888288392,30.51389919581978,450.52333294653334,143.03585545710123,2026-03-25 20:23:14.036702
M_72,Electronics,104.4992772416754,2.0982966347637886,50.74227671158624,604.3934054030324,99.72308091659971,2026-03-25 20:22:14.036702
M_73,Electronics,77.41206517687047,0.8854183240036727,33.53462614975504,489.2999020432852,142.78762254240308,2026-03-25 20:21:14.036702
M_74,Automotive,87.46888499700972,1.1600110567580224,38.8880379152475,536.3702981965973,74.85015186207167,2026-03-25 20:20:14.036702
M_75,Automotive,86.26380099936168,1.0070826602697913,36.99975543143932,523.9551173993227,72.83341584047541,2026-03-25 20:19:14.036702
M_76,Electronics,76.65720560372203,0.9451949492348621,34.31917688804915,435.0613130711422,143.27482678230882,2026-03-25 20:18:14.036702
M_77,Electronics,74.77265585183906,0.6812626947228131,32.79935019946547,480.2181290963891,149.66787146287578,2026-03-25 20:17:14.036702
M_78,Steel,115.70207055265598,1.6008440122601542,47.54694291436668,831.5770998986494,30.752268596350483,2026-03-25 20:16:14.037736
M_79,Automotive,87.14976043020725,0.7937920085047482,39.942241525324555,557.1856132953029,76.95546499888745,2026-03-25 20:15:14.037736
M_80,Automotive,108.13743998926017,2.11413025666915,56.83203819017952,730.7929288932048,19.345233968084308,2026-03-25 20:14:14.037736
M_81,Electronics,75.25030760667242,0.5310167724473478,31.76035205784384,488.9050895896773,130.4260181934047,2026-03-25 20:13:14.037736
M_82,Steel,146.42694926623216,2.795906177800476,53.14494234956164,964.3512735809954,7.064471142105804,2026-03-25 20:12:14.037736
M_83,Electronics,71.0810835787948,0.6830503387815202,32.92523348029099,482.22990279842304,132.23278076842158,2026-03-25 20:11:14.037736
M_84,Steel,110.77435065089496,1.9862557711597788,45.241179227725596,856.0177419215389,31.95617074045199,2026-03-25 20:10:14.037736
M_85,Automotive,81.95959209179593,0.9541167694970134,39.852122312754034,549.1288759694343,70.52436221972908,2026-03-25 20:09:14.037736
M_86,Steel,110.41915127126526,1.648416798699711,49.37070441459639,835.9558102749992,22.453272741313654,2026-03-25 20:08:14.037736
M_87,Steel,112.73749604047379,1.8215295579549853,47.611947547625036,874.37739869348,36.4380344607538,2026-03-25 20:07:14.037736
M_88,Steel,136.34021224148003,3.44839984347112,62.543053805594454,1026.176408587984,5.877575391095151,2026-03-25 20:06:14.037736
M_89,Automotive,87.35320470441259,0.7809495312288552,38.26991353828324,569.6023037504599,71.1845948175729,2026-03-25 20:05:14.037736
M_90,Steel,110.72380248265156,1.756644891406799,45.4507098902907,824.0010840179815,34.71748541776885,2026-03-25 20:04:14.037736
M_91,Steel,149.9732248556383,2.1144448612349267,57.983172276631066,908.6034690064623,22.644365650940408,2026-03-25 20:03:14.037736
M_92,Steel,117.2535510682785,1.8744593752163057,48.70969125985372,814.3867689347177,24.676708399103102,2026-03-25 20:02:14.037736
M_93,Steel,114.8086704198399,1.5915150835275322,47.05579125730809,885.0514022796046,20.919618795734298,2026-03-25 20:01:14.037736
M_94,Steel,116.51913457754897,1.6059687781136631,46.008988387820786,834.7124979078947,24.69589511831596,2026-03-25 20:00:14.037736
M_95,Automotive,63.954999194683495,0.7134980731596269,,493.43045524863766,40.71590923209119,2026-03-25 19:59:14.037736
M_96,Steel,122.76895543240374,2.0831202528986954,53.213212085743116,953.1471544192501,14.108764864781627,2026-03-25 19:58:14.037736
M_97,Automotive,85.07857530408013,1.1664213435658892,36.65793702508605,524.4637417864221,62.020971322264245,2026-03-25 19:57:14.037736
M_98,Steel,113.66913467005536,1.6318697075306716,49.54481364843244,807.59647083932,37.761341198140116,2026-03-25 19:56:14.037736
M_99,Steel,113.59170842391295,1.818107877910474,47.725775576647486,894.781920166659,37.60738646265719,2026-03-25 19:55:14.037736
M_100,Steel,114.86276230443478,1.8719626413609376,45.24525850626217,809.2784661351826,20.255726196398832,2026-03-25 19:54:14.037736
M_101,Steel,118.17576696927956,1.5034285743138351,49.10198618235589,883.4138008703086,20.81263054621565,2026-03-25 19:53:14.037736
M_102,Steel,145.61106076085062,3.8102327698411456,69.26344112163154,954.0901221182979,6.057001804753646,2026-03-25 19:52:14.037736
M_103,Automotive,85.74196108284855,0.8130303289863146,36.77440416043279,586.4265340511474,65.93494922302489,2026-03-25 19:51:14.037736
M_104,Automotive,80.54348267526258,0.9289382359789362,36.76098331871886,539.2458067166137,69.9780769111804,2026-03-25 19:50:14.037736
M_105,Electronics,101.09571417778227,1.1982829005372528,37.00744931904666,570.5488977664834,3.8228508105518033,2026-03-25 19:49:14.037736
M_106,Electronics,71.60694730828644,0.7545390659710796,32.37392833885295,497.27211388499813,137.66885883024864,2026-03-25 19:48:14.037736
M_107,Electronics,51.10270302049111,0.7972040393284012,30.4144616789348,460.0661404440431,,2026-03-25 19:47:14.037736
M_108,Automotive,88.58393410507053,0.9213501510030994,36.01127982788164,513.1743945030781,70.0620296072762,2026-03-25 19:46:14.037736
